Date,Time,Location,Operator,Flight Number,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground
03/04/2004,09:40,Somewhere,Azov Avia Airlines,708,Ankara - Baku - Kabul,Ilyushin II-76,UR-ZVA,63468036,7,3,0
03/10/2004,20:42,"San Diego-Miramar NAS, California",Military - United States Marine Corps,709,Training,Cessna UC-35D Citation Encore,165938,560-0567,4,4,0
07/12/2004,07:15,"Off Beef Island, British Virgin Islands",Dodita Air Cargo,710,San Juan - Saint Martten,Convair CV-440,N4826C,391,2,1,0
03/16/04,04:01,"Tonopah, Nevada",Military - United States Air Force,711,Unknown,Beechcraft 1900C,N27RA,UB-37,5,5,0
03/18/04,17:08,"Hamilton Island, QLD, Australia",Air Taxi,712,Hamilton Island - Lindeman Island,Piper PA-32-300,VH-MAR,32-40920,6,6,0
03/21/04,02:20,"Pyote, Texas",Air Ambulance - Med-Trans Corp.,713,"Odessa, TX - Lubbock, TX",Bell 407,N502MT,53549,5,4,0
05/02/2004,16:00,"Near Milpillas, Mexico",Procuradoria General de la Republica,714,Ciudad Juarez - Mexico City,Rockwell Gulfstream Jetprop 840,XC-JEH,11678,7,7,0
05/04/2004,11:00,"Chimanta mountains, Venezuela",Venezuelian Government,715,Ciudad Bolí_var - Uonquí©n,Cessna 208 Grand Caravan I,YV-O-CBL-7,208B-0926,7,7,0
05/05/2004,13:00,"Carepa, Colombia",Aerotransportes Petroleros,716,Bogota - Carepa,Swearingen SA227AC Metro III,HK-4275,AC-676,7,3,0
05/06/2004,15:00,"Jiech, Sudan",Charter - Air Cush,717,Jiech - Ayod,Let 410UVP,9XR-DC,Unknown,10,6,0
05/11/2004,12:00,"Dalang, Sudan",El Magal Aviation,718,Khartoum - Juba - El Obeid,Antonov AN-12,ST-SIG,1400101,7,7,0
05/14/04,18:30,"Near Manaus, Brazil",Rico Linhas Aereas,719,Sao Paulo - Tefe - Manaus,Embraer 120ER Brasilia,PT-WRO,120070,33,33,0
05/18/04,10:40,"Bozoy, Kazakhstan",Aray-Avia,720,Kyzyl-Orda - Bozoy - Vozrozhdenya Island,PZL-MieleAN-2R,UN-70276,1G139-35,12,1,0
05/18/04,10:50,"Urumqi, China",AZAL Cargo Company,721,Taiyuan - Urumqi - Baku,Ilyushin II-76TD,4K-AZ27,53460827,7,7,0
05/23/04,07:30,"Mwingi, Kenya",Blue Bird Aviation,722,Nairobi - Mogadiscio,Let 410UVP,5Y-VVD,872009,2,2,0
05/25/04,13:56,"Near Lukla, Nepal",Yeti Airlines,723,Katmandou - Lukla,de Havilland DHC-6 Twin Otter 300,9N-AFD,651,3,3,0
06/08/2004,09:38,"Off Libreville, Gabon",Gabon Express,724,Libreville - Franceville,BAe HS-748-232 Srs 2A,TR-LFW,1611/82,30,19,0
06/11/2004,12:00,"Belo Horizonte, Brazil",Air taxi - Aero Air Taxi,725,Belo Horizxonte - Juiz de For a,EMB 820C Navajo,PT-EHH,Unknown,4,4,0
06/28/04,09:17,"Near Yengema, Sierra Leone",United Nations -  UTair Charter,726,Freetown - Kailahun,Mi-8MTV-1,RA-27113,Unknown,24,24,0
07/02/2004,13:38,"Panama City, Panama",Air Trek,727,"Panama City, Panama  - Washington DC",IAI 1124 Westwind,N280AT,247,6,6,1
07/10/2004,09:00,"Ticonderoga, New York",Capital Airlines Inc.,728,"Waterbury,CN  - Oxford, CN",Piper PA-31-350 Navajo Chieftain,N45032,31-8052199,2,2,0
07/22/04,08:30,"Off  Macaí© , Rio de Janeiro , Brazil",BHS - Brazilian Helicopter Service  Air Taxi,729,"Campos, Brazil  -  Off-shore oil rig",Sikorsky S 76,PP-MYM,Unknown,11,6,0
07/29/04,10:30,"Ononge, Papua New Guinea",Airlines of PNG,730,Port Moresby - Ononge,de Havilland DHC-6 Twin Otter 300,P2-MBA,353,3,2,0
08/13/04,00:50,"Cincinnati, Ohio",Air Taroma,731,Memphis - Cincinnati,Convair CV-580,N586P,68,2,1,0
08/17/04,23:40,"Great Falls, Montana",Alpine Air Express,732,Billings - Kalispell,Beechcraft 99,N199GL,U-15,2,2,0
08/18/04,11:10,"Near Goma, DemocratiRepubliCongo",Transworld Safaris,733,Goma - Walikale,Cessna 208B Grand Caravan,5Y-TWH,208B-0784,3,3,0
08/21/04,16:28,"Near Maracay, Venezuela",Military - Venezuelan Air Force,734,La Orchila Air Base - Maracay,Shorts 360,FAV-1652,SH3123,25,25,0
08/24/04,22:59,"Near Rostov-on-Don, Russia",Sibir Airlines,735,Moscow - Sochi,Tupolev 154B-2,RA-85556,82A-556,46,46,0
08/24/04,22:56,"Near Toula, Russia",Volga-Avia Express,736,Moscow - Volograd,Tupolev 134A-3,RA-65080,60065,41,41,0
08/27/04,16:30,"Near MGrath, Alaska",Mavrik Aire Transport,737,Kenai - McGrath - Kotzebue,de Havilland DHC-3 Otter,N197TT,197,3,1,0
09/09/2004,06:50,"Villahermosa, Mexico",Jett Paqueteria SA,738,Mexico City - Villahermosa,Rockwell CT-39A Sabreliner,XA-TFD,265-10,2,2,0
09/11/2004,11:10,"Off Mount Athos, Greece",Military - Greek Army,739,Athens - Mount Athos,CH-47D Chinook,Unknown,Unknown,17,17,0
09/29/04,18:59,"Tortuguero lagoon, Puerto Rico",Air Flamence,740,Mayaguez - San Juan,Pilatus-Britten Norman BN-2A-27 Islander,N902GD,905,1,1,0
10/05/2004,12:37,"Kaduqli, Sudan",Sarit Airlines,741,El Obeid - Juba,Antonov AN-12,ST-SAF,347606,4,4,0
11/22/04,06:15,"Houston, Texas",Business Jet Services,742,Dallas - Houston,Grumman Gulfstream G3,N85VT,449,3,3,0
11/27/04,11:20,"Near Bagram, Afghanstan",Presidental Airways Inc. - Air Taxi,743,"Bagram - Farah, Afghanstan",CASA 212-CC,N960BW,231,6,6,0
10/14/04,22:15,"Jefferson City, Missouri",Pinnacle Airlines/Northwest Airlink,744,Little Rock - Minneapolis,Canadair CRJ200LR RegionalJet,N8396A,10161,2,2,0
10/14/04,03:56,"Halifax, Nova Scotia, Canada",MK Airlines,745,"Windsor Locks - Halifax - Zaragoza, Spain",Boeing 747-244B-SF,9G-MKJ,22170,7,7,0
10/15/04,07:46,"Near Medellin, Colombia",Aerovanguardia,746,Villavicencio - Medellin,Douglas DC-3C,HK-1503,34331,3,3,0
10/16/04,15:00,"Coron Island, Philippines",PacifiAir,747,Coron Island - Manila,Pilatus Britten-Norman BN-2A-21 Islander,RP-C1325,593,2,2,0
10/19/04,07:45,"Near Kirksville, Missouri",Corporate Airlines (American Connection),748,"St. Louis, MO - Kirkville, MO",Bae Jetstream 3201,N875JX,875,15,13,0
10/24/04,16:30,"Martinsville, Virginia",Private - Hendrick Motorsports Inc.,749,"Concord, NC - Martinsville, VA",Beech 200 Super King Air,N501RH,BB-805,10,10,0
10/24/04,00:30,"San Diego, California",Med Flight Air Ambulance - Private,750,"San Diego, CA - Albuquerque, NM",Learjet 35A,N30DK,35A-345,5,5,0
11/18/04,13:02,"Caracas, Venezuela",Venezolana,751,El Vigia - Caracas,BAe 3101 Jetstream 31,YV-1083C,762,21,3,0
11/21/04,08:20,"Baotou, Inner Mongolia, China",China Eastern Airlines,752,Baotou - Shanghai,Bambardier CRJ200,B-3072,7697,53,53,0
11/28/04,09:55,"Montrose, Colorado",Glow Air/Air Castle - Charter,753,"Montrose, CO - South Bend, IN",Canadair CL-601-2A12 Challenger,N873G,3009,6,3,0
11/30/04,18:14,"Solo, Indonesia",Lion Air,754,"Jakarta, Indonesia - Solo, Indonesia",McDonnell-Douglas MD-82,PK-LMN,49189/1173,154,26,0
11/30/04,19:56,"Saint Louis, Missouri",Grand Aire,755,Saint Louis - Toledo,HBB HFB-320 Hansa Jet,N604GA,1037,2,2,0
12/06/2004,10:23,"Bellevue, Idaho",Salmon Air - Air Taxi,756,"Salt Lake City, UT - Sun Valley, ID",Cesna 208 Caravan,N25SA,0208B-0866,2,2,0
12/07/2004,10:45,"Near La Macarena, Colombia",SAVIARE S.A. - Air Taxi,757,Unknown,Cessna TU206G,HK-2882,Unknown,6,6,0
12/10/2004,12:00,"El Junquito, Venezuela",Guardia Nacional de Venezuela,758,Puerto Ayacucho - La Carlota,PZL-MieleM28,GN-97121,AJE001-15,16,16,0
12/11/2004,05:30,"Uberaba, Brazil",NHR Tíçxi-Aí©reo,759,Sao Paulo - Uberaba,Embraer EMB-110 Bandeirante,PT-WAK,110071,2,2,1
12/11/2004,12:00,"Near Jeddah, Saudi Arabia",Airline Transport,760,Baku - Kabul,Ilyushin II-76TD,ER-IBW,33448390,7,1,0
01/13/05,05:20,"Manguipayan, Colombia",Military - Colombian government,761,Unknown,Black Hawk helicopter,Unknown,Unknown,20,20,0
01/13/05,13:20,"Tura,Siberia, Russia",Tura Air Enterprise,762,Vanavara - Tura,Antonov AN-2,RA-62597,1G177-44,9,9,0
01/13/05,22:18,"Keene, New Hampshire",AirNow,763,"Bangor, ME - Concord, NH",Embraer EMB-110 Bandeirante,N49BA,110301,1,1,0
01/26/05,01:20,"Rutbah, Iraq",Military - U.S. Marines,764,Ferrying troops,CH53E Sea Stallion,Unknown,Unknown,31,31,0
01/27/05,08:10,"Lasi, Hungary",Farnair Hungary,765,Bucharest -Lasi,Let 410UVP-E4,HA-LAR,871923,2,2,0
01/30/05,16:30,"Near Al Taji, Iraq",Military - Royal Air Force,766,Bagdad - Balad,Lockheed Hercules C.1,XV179,4195,10,10,0
02/03/2005,17:00,"Near Peshawar, Pakistan",Kam Air,767,Herat - Kabul,Boeing B-737-200,EX-037,22075/630,104,104,0
02/03/2005,08:07,"Near Khartoum, Sudan",Air West,768,Sharjah - Khartoum - Nyala,Ilyushin 76TD,ST-EWB,23438122,7,7,0
02/10/2005,20:30,"Lebec, California",Action Air Express Inc. - Air Taxi,769,"Fresno, CA - Santa Monica, CA",Cessna P210N,N432AR,P21000098,2,2,0
02/16/05,09:13,"Near Pueblo, Colorado",Circuit City Stores - Charter,770,"Richmond, VA - Saint Louis, MO  - Pueblo,CO - Irvine, CA",Cessna 560 Citation V,N500AT,560-0146,8,8,0
02/22/05,13:22,"Bimin, Papua, New Guinea",Missionary Aviation Fellowship,771,Tabubil - Bimin,de Havilland DHC-6 Twin Otter 300,P2-MFQ,174,13,2,0
02/22/05,07:15,Somewhere,Indonesian National Police,772,Jayapura - Sarmi,CASA 212 Aviocar,Unknown,Unknown,18,15,0
03/08/2005,09:23,"Chrallave, Venezuela",Air Global,773,Maturin - Charallave,Cessna 500 Citation I,YV-21CP,500-0115,2,2,0
03/15/05,00:15,"Off Campbeltown, United Kingdom",Loganair,774,Glasgow - Campbeltown,Pilatus-Britten Norman BN-2B-26 Islander,G-BOMG,2205,2,2,0
03/16/05,13:57,"Varandey, Russia",Regional Airlines,775,Ufa - Usinsk - Perm - Varandey - Naryan Mar,Antonov 24,RA-46489,27308107,52,28,0
03/23/05,23:07,"Off Mwanza, Tanzania",Air Transport,776,Mwanza - Khartoum - Zagreb,Ilyushin IL-76TD,ER-IBR,43454623,8,8,0
03/26/05,10:15,"El Embrujo, Providencia Island, Colombia",West Caribbean Airways,777,Old Providence - San Andres,Let-410UVP-E,HK-4146,902426,14,8,0
03/31/05,20:00,"Near Rovie, Albania",Military - U.S. Air Force,778,Training,Lockheed Hercules MC-130H,87-0127,5118,9,9,0
04/12/2005,12:10,"Enarotali, Indonesia",GT Air,779,Timika - Enarotali,de Havilland Canada DHC-6 Twin Otter 100,PK-LTZ,23,18,18,0
04/20/05,22:15,"Tehran, Iran",Saha Airline Services,780,Krish - Teran,Boeing B-707-3J9C,EP-SHE,21127/915,169,3,0
04/28/05,11:28,"Pisco, Peru",Military - Fuerza Del Peru,781,Training,Let 410UVP,EP-830,790304,13,13,0
05/02/2005,22:15,"Taranaki, New Zealand",Airwork,782,Auckland - Blenheim,Swearingen SA227AC Metro III,ZK-POA,AC-551B,2,2,0
05/05/2005,13:30,"Near Kisangani, DemocratiRepubliCongo",Kisangani Airlift,783,Bangboka - Isiro,Antonov AN-26,EK-26060,17311107,11,10,0
05/07/2005,11:45,"Lockhart River, Queensland, Australia",Aero-Tropics,784,Bamaga - Lockhart River,Swearingen SA-227AC Metro III,VH-TFU,DC-818B,15,15,0
05/16/05,12:20,"El Portezulo, Argentina",Transportes Aereos Don Carlos - Charter,785,"Balmaceda, Argentina - Chile Chiro, Chile",Beech 65-A80 Queenaire,CC-CFS,LD-220,10,10,0
05/18/05,13:27,"Mongu, Zambia",Military - Zambia Air Force,786,Lusaka - Livingstone - Mongu - Lusaka,Yunshuji Y-12,AF-216,89,13,13,0
05/25/05,12:00,"Walungu, Congo",Charter - Maniema Union (owner Victoria Air),787,Goma - Kindu - Kongolo,Antonov AN-12BP,9Q-CVG,4342404,27,27,0
06/02/2005,11:15,"Khartoom, Sudan",Marsland Aviation,788,Kartoom - El Obeid - El Fasher,Antonov AN-24B,ST-WAL,6991004,42,7,0
07/16/05,10:00,"Baney, Equatorial Guinea",Ecuatair,789,"Malabala, Bioko Island - Bata",Antonov AN-24B,3C-VQR,79901104,60,60,0
08/02/2005,16:04,"Toronto, Canada",Air France,790,"Paris, France - Toronto Canada",Airbus A-340,F-GLZQ,289,309,0,0
08/06/2005,15:40,"Off Palermo, Italy",Tuninter,791,"Bari, Italy - Djerba, Tunisia",ATR-72-202,TS-LBB,258,39,16,0
08/10/2005,12:43,"Off Talinn, Estonia",Copterline,792,"Talinn, Estonia - Helsinki, Finland",Sikorsky S-76C,OH-HCI,760508,14,14,0
08/14/05,12:20,"Near Grammatikos, Greece",Helios Airways,793,"Larnaca, Cyprus - Athens, Greece - Prague, Czech Republic",Boeing 737-31S,5B-DBY,29099/2982,121,121,0
08/16/05,03:30,"Near La Cucharita, Venezuela",West Caribbean Airways,794,"Panama City - Fort de France, Martinique",McDonnell Douglas MD-82,HK-4374X,49484/1315,160,160,0
08/23/05,15:06,"Near Pucallpa, Peru",TANS Peru,795,Lima - Pucallpa - Iquitos,Boeing B-737-244,OB-1809,22580/87,98,40,0
09/05/2005,07:30,"Isiro, DemoctratiRepubliCongo",Kavatshi Airlines,796,Beni - Isiro,Antonov 26B,ER-AZT,9005,11,11,0
09/05/2005,09:40,"Medan, Indonesia",Mandala Airlines,797,Medan - Jakarta,Boeing 737-230,PK-RIM,22136/738,117,99,44
09/09/2005,15:45,"Near Brazzaville, Congo",Air Kasai,798,Boende - Kinshasa,Antonov AN-26A,9Q-CFD,37312901,14,14,0
09/15/05,14:55,"Alto da Boa Vista, Brazil",Viaí_ao Cometa,799,Rio de Janeiro - Jacarepagua,Cessna 525 CitationJet I,PT-WLX,525-0176,2,2,0
09/16/05,09:00,"San Juan de Manapiare, Venezuela",Wayumi Air Taxi,800,San Juan de Manapiare - Puetro Ayacucho,Cessna 207 Skywagon,YV-412C,207-0508,4,4,0
09/23/05,14:15,"Haena, Hawaii","Heli-USA Airways, In- Air Taxi",801,Sightseeing,Aerospatiale AS-350BA,N355NT,2053,6,4,0
10/04/2005,12:00,"Aru, DemocratiRepubliCogo",Wimbi Dira Airways,802,Kisangani - Bunia,Antonov 12V,9Q-CWC,2400901,100,2,0
10/06/2005,05:40,"Winnipeg, Canada",Morningstar Air Express,803,"Winnipeg - Thunder Bay, Ontario",Cessna 208B,C-FEXS,208B-0542,1,1,0
10/22/05,20:40,"Lisa, Nigeria",Bellview Airlines,804,Lagos - Abuja,Boeing B-737-2L9,5N-BFN,22734/818,117,117,0
11/19/05,22:30,"Stupino, Russia",Ivolga Avia,805,Voronezh - Moscow-Domodedovo,Cessna 208B Grand Caravan I,4P-OIN,208B-1052,8,8,0
12/06/2005,14:15,"Tehran, Iran",Military - IslamiRepubliof Iran Air Force,806,Tehran - Bandar Abbas,Lockheed C-130B Hercules,May-12,4386,94,94,14
12/08/2005,19:15,"Chicago, Illinois",Southwest Airlines,807,"Baltimore, Maryland - Chicago, Illinois - Las Vegas, Nevada",Boeing B-737-7H4,N471WN,32471/1535,103,0,1
12/10/2005,14:08,"Near Port Harcourt, Nigeria",Sosoliso Airlines,808,Abuja - Port Harcourt,McDonnell DC-9-32,5NBFD,47562/685,109,108,0
12/19/05,14:40,"Off Miami Beach, Florida",Chalk's Ocean Airways,809,"Miami, Florida - Bimini, Bahamas",Grumman G73T Turbo Mallard,N2969,J-27,20,20,0
12/23/05,22:27,"Nardaran, Azerbaijan",Azerbaijan Airlines,810,"Baku, Azerbaijan - Aktau, Kazakhstan",Antonov AN-140-100,4K-AZ48,36525307036,23,23,0
11/17/06,08:07,"Puncak Jaya, Indonesia",Trigana Air Service,811,Mulia - Ilaga,de Havilland Canada DHC-6 Twin Otter 300,PK-YPY,535,12,12,0
12/28/05,14:05,"Truckee, California",Skyward Aviation,812,Twin Falls - Truckee - Carlsbad - Monterrey,Gates Learjet 35A,N781RS,35-218,2,2,0
01/02/2006,11:11,Near Karkov,Evolga,813,Moscow - Karkov,British Aerospace BAe-125-700A,P4-AOD,257153,3,3,0
01/08/2006,13:00,"Bukalaza, Uganda",Service Air,814,Entebbe - Kinshasa,Antonov 12,9Q-CIH,4341803,6,6,0
01/09/2006,09:30,"Near Orumiyeh, Iran",Military - Iranian Revolutionary Guard Corps Air Force,815,Tehran - Orumiyeh,Dassault Falcon 20,15-2233,318,11,11,0
01/19/06,19:30,"Near Telkibanya, Hungary",Military - Slovak Air Force,816,Pristina - Kosice,Antonov AN-24V,5605,97305605,43,42,0
01/21/06,12:00,"Near Port Alberni, British Columbia, Canada",SoniBlue Airways,817,Tofino - Vancouver,Cessna 208B Grand Caravan,C-GRXZ,208B0469,8,3,0
02/05/2006,16:53,"Near Watertown, Wisconson",Air Cargo Carriers,818,Unknown,Shorts 360-100 /Shorts 360-300,N3735W/N372AC,SH-3735/SH-3720,3,3,0
02/08/2006,12:12,"Near Paris, Tennessee",TriCoastal Air,819,"Dayton, Ohio -",Swearingen SA.226TC Metro II,N629EK,TC-396,1,1,0
03/07/2006,16:20,"Labiano, Spain",Aerovalles,820,Madrid - Pamplona,Cessna 421C Golden Eagle III,EC-JAX,421C0337,6,6,0
03/09/2006,16:30,"Near La Paz, Bolivia",Military - Fuerza Aí©rea Argentina,821,La Paz - Sana Cruz,Learjet 35A,T-21,35-115,6,6,0
03/18/06,14:48,"Butte, Montana",Ameriflight,822,Helena - Butte,Beechcraft C99,N54RP,U-218,2,2,0
03/24/06,11:00,"Cuenca, Ecuador",ATESA,823,Cuenca - Macas,Cessna 208B Grand Caravan,HC-BXD,208B-0591,14,5,0
03/31/06,17:35,"Rio Bonito, Brazil",Team Air,824,Macaí© - Rio de Janeiro,Let L410UVP-E20,PT-FSE,912532,19,19,0
04/10/2006,10:00,"Marsabit, Kenya",Military - Kenya Air Force,825,Nairobi - Eastleigh AFB,Harbin Yunshuji Y-12-II,132,Unknown,17,14,0
04/23/06,04:55,"Koussí©ri, Cameroon",Military - Lybian Arab Air Force,826,Sebha - N'Djamena,Antonov 74TK-200,UR-74038,36547097933,6,6,0
04/23/06,20:50,"Near Tersky, Russia",Yug Avia,827,Unknown,Unknown,RF-30451,Unknown,5,4,0
04/24/06,11:45,"Lashkar Gah, Afghanistan",U.S. Government (leased),828,Kabul - Kandahar - Lashkar Gah,Antonov AN-32B,ZS-PDV,3003,16,2,3
04/28/06,06:47,"Peak Margarita, Uganda",King Air Charter,829,"Goma - Bunia, DCR",Cessna 208B Grand Caravan,ZS-ADL,208B-0381,3,3,0
05/03/2006,02:15,"Off Sochi, Russia",Armavia,830,"Yerevan, Armenia - Sochi, Russia",Airbus A320-211,EK-32009,547,113,113,0
05/14/06,12:32,"La Ronge, Saskatchewan",Saskatchewan Government Northern Air Operations,831,Training,Convair CV-580,C-GSKJ,202,3,1,0
05/23/06,18:22,Off Sí£o Tomí© Island,Air Sí£o Tomí©,832,Training,de Havilland Canada DHC-6 Twin Otter 300,S9-BAL,648,4,4,0
06/02/2006,14:40,"Groton, Connecticut",International Jet Charter,833,"AtlantiCity, NJ - Groton, CT",Learjet 35A,N182K,35A-293,5,2,0
06/03/2006,16:00,"Yaocun, China",Military - Chinese Air Force,834,Unknown,KJ-2000,Unknown,Unknown,40,40,0
06/08/2006,13:15,"Mullan, Idaho",Air Taxi - MajestiAlliance,835,"Coeur d'Alene, ID - Missoula, MT",Cessna TU206G,N5136X,U20605582,2,2,0
06/11/2006,18:30,"Abí©chí©, Chad",Military - Chadian Air Force,836,N'djamena - Abí©chí©,Lockheed C-130 Hercules,TT-PAF,5141,7,5,0
06/21/06,11:30,"Jumla, Napal",Yeti Airlines,837,Surkhet - Jumla,de Havilland Canada DHC-6 Twin Otter 300,9N-AEQ,708,9,9,0
06/30/06,19:00,"Vilanculos, Mozambique",Naturelink,838,Polokwane - Vilanculos,Cessna 208B Grand Caravan,ZS-POG,208B-0396,3,1,0
07/02/2006,11:00,"Hamburg, Germany",Himmelsschreiber,839,Sightseeing,de Havilland DHC-2 Beaver,D-FVIP,1512,6,5,1
07/07/2006,15:35,"Sake, DemocratiRepubliCongo",Mango Airlines,840,Goma - Kisangani,Antonov AN-12B,9Q-CVT,3341506,5,5,0
07/09/2006,07:44,"Irkutsk, Russia",Sibir (S7),841,Moscow - Irkutsk,Airbus A-310-324ET,F-OGYP,442,203,128,0
07/10/2006,12:05,"Multan, Pakistan",Pakistan International Airlines,842,Multan - Lahore,Fokker F-27 Friendship 200,AP-BAL,10243,45,45,0
08/03/2006,12:00,"Bukavu, DemocratiRepubliCongo",Tracep,843,Lugushwa - Bukavu,Antonov AN-28,9Q-COM,1AJ008-21,17,17,0
11/18/06,21:00,"Near Leticia, Colombia",Aerosucre Colombia,844,Bogota - Leticia,Boeing 727-23F,HK-3667X,19430/366,5,5,0
08/04/2006,09:30,"Near Pownal, Vermont",AirNow,845,"Binghamton, NY - Benningham, VT",Embraer 110 Bandeirante,N59BA,110-396,1,1,0
08/13/06,20:15,"Near Piacenza, Italy",Air Algerie,846,"Algiers, Algeria - Frankfurt, Germany",Lockheed L-100-30 Hercules,7T-VHG,4880,3,3,0
08/22/06,15:30,"Near Donetsk, Ukraine",Pulkovo Airlines,847,Anapa - St. Petersburg,Tupolev Tu-154M,RA-851857,894,170,170,0
08/27/06,06:07,"Lexington, Kentucky",Comair,848,"Lexington, KY - Atlanta, GA",Canadair CRJ-200ER,N431CA,7472,50,49,0
09/01/2006,13:45,"Mahad, Iran",Iran Air Tours,849,Bandar Abbas - Mashad,Tupolev Tu-154M,EP-MCF,88A788,148,29,0
09/02/2006,16:30,"Near Kandahar, Afghanistan",Military - Royal Air Force,850,Unknown,British Aerospace Nimrod MR-2,XV-230,8005,14,14,0
09/11/2006,17:30,"Vladikavkaz, Russia",Military - Russian Army,851,Gizel - Khankala,Mi-8 helicopter,Unknown,Unknown,15,12,0
09/17/06,10:15,"Vandeikya, Nigeria",Military - Nigerian Air Force,852,Abuja - Obudu,Dornier 228,NAF033,8229,18,13,0
09/29/06,15:59,"Near Sao Felix do Araguaia , Brazil",Gol Airlines / Private,853,Manaus - Brasilia,Boeing B-737-8EH /EMB-135JB,PR-GTD / N600XL,34653/2039 /14500965,161,154,0
10/10/2006,07:35,"Stord, Norway",AtlantiAirways,854,Stavanger - Stord,BAe 146-200,OY-CRG,2075/75,16,4,0
10/19/06,07:30,"Tashkent, Russia",Military - Russian Air Force/Uzbekistan Airways,855,Training/Aranchi,Antonov An-2,UK-70152,1G137-26Œæ,15,15,0
10/29/06,11:30,"Near Abuja, Nigeria",ADC Airlines,856,Lagos - Abuja - Sokoto,Boeing 737-2B7,5N-BFK,22891/998,105,96,0
11/27/06,07:20,"Tehran, Iran",Military - Iranian Revolutionary Guard Corps Air Force,857,Tehran - Shiraz,Antonov 74T-200,15-2255,470991045/2010,38,38,0
12/10/2006,02:00,"Cajon Pass, California",Air ambulance - Mercy Air Services,858,Loma Linda - Victorville,Bell 412,N410MA,33125,3,3,0
12/14/06,18:32,"Near Port Heiden, Alaska",PenAir,859,Port Heiden - King Salmon,Piper PA-32-301 Cherokee,N8361Q,32-8106055,2,2,0
12/16/06,03:54,"Mbeya, Tanzania",Air Charter - Tanzanian Air Services,860,Mbeya - Dar es Salaam,Cessna 310R,5H-TZAŒæ,310R-1333,6,3,0
01/01/2007,14:07,"Off Parepare, Indonesia",Adam Air,861,"Surabaya, East Java - Manado, Indonesia",Boeing B-737-4Q8,PK-KKW,24070,102,102,0
01/05/2007,12:02,"Matabwe, Tanzania",DJB Air Charter,862,Dar es Salaam - Matabwe,Piper PA-31-310,5H-MUX,31-627,10,1,0
01/09/2007,12:00,"Near Balad Air Base, Iraq",Moldovan Aeriantur-M Air Cargo,863,"Adana, Turkey - Balad Air Base, Iraq",Antonov 26B-100,ER-26068,11308,35,34,0
01/10/2007,23:15,"Zapotlanejo, Mexico",Ameristar Jet Charter,864,"Laredo, TX - Guadalajara, Mexico",Learjet 24F,N444TW,348,2,2,0
01/12/2007,11:00,"Van Nuys, California",SunQuest Executive Air Charter,865,Van Nuys - Long Beach,Cessna Citation 525,N77215,525-0149,2,2,0
01/20/07,12:00,"Near Baghdad, Iraq",Military - US Army,866,Unknown,Sikorsky UH-60L Black Hawk,Unknown,Unknown,12,12,0
01/25/07,11:15,"Pau, France",Regional Compagnie Aerienne Europeenne,867,Pau - Paris,Fokker 100,F-GMPGŒæ,11362,54,0,1
02/06/2007,19:20,"East Bay Cay, Turks & Caicos Islands",Air Turks & Caicos,868,North Caicos - Grand Turk,Beechcraft Super King Air B200,VQ-TIU,BL-131,6,1,0
02/07/2007,04:01,"Belgrade, Montana",Metro Aviation,869,Great Falls - Bozeman,Beechcraft Super King Air B200,N45MF,BB-234,3,3,0
03/07/2007,07:14,"Yogyakarta, Indonesia",Garuda Indonesia Airlines,870,Jakarta - Yogyakarta,Boeing B-737-497,PK-GZC,25664/2393,140,22,0
03/08/2007,15:00,"Princeville, Hawaii",Heli-USA Airways,871,Sightseeing,Aerospatiale AS350BA Rotocraft,N354NT,1168,7,4,0
03/11/2007,23:20,"Hanea, Kauai, Hawaii",Inter-Island,872,Unknown,MDonnell Douglas 369FF Rotocraft,N911VC,0049FF,5,1,0
03/14/07,12:00,"Fazenda Nossa Senhora de Lourdes, Brazil",Dummy Air,873,Petrolina - Salvador,Rockwell 500S Shrike Commander,PP-SEC,Unknown,4,4,0
03/17/07,11:40,"Samara, Russia",UTAir Airlines,874,Surgut - Samara,Tupelov 134AK,RA-65021,48390,57,6,0
03/23/07,17:00,"Mogadishu, Somalia",Transaviaexport Airlines,875,Mogadishu - Djibouti,Ilushin Il-76TD,EW-78849Œæ,1013405192,11,11,0
04/25/07,14:05,"Near Kopinang, Guyana",Air Services,876,Kato - Kopinang,Pilatus Britten Norman BN-2A-27 Islander,8R-GET,484,5,3,0
04/27/07,11:34,"Shatoi, Chechnya",Military - Russian,877,Unknown,Mi 8,Unknown,Unknown,18,18,0
05/05/2007,12:00,"Near Dizangue, Cameroon",Kenya Airways,878,"Abidjan, Ivory Coast - Douala, Cameroon - Nairobi, Kenya",Boeing B-737-8AL,5Y-KYA,35071/2079,114,114,0
05/06/2007,09:10,"Near El-Thamad, Egypt",Military - French Air Force,879,El-Gora - Santa Katarina,de Havilland Canada DHC-6 Twin Otter,742/CB,742,9,9,0
05/17/07,11:00,"Walikale Airstrip, Congo",Safe Air Complany,880,Walikale - Goma,Let 410UVP,TN-AHE,851335,3,3,0
05/24/07,17:45,"Near Pampa Hermosa, Peru",Military - Peruvian Air Force,881,Iquitos - Pucallpa,de Havilland Canada DHC-6 Twin Otter 300,FAP-303,483,20,13,0
06/03/2007,20:30,"Freetown, Sierra Leone",Paramount Airlilnes,882,Shuttle,Mi-8,Unknown,Unknown,22,21,0
