Date,Time,Location,Operator,Flight Number,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground
10/13/96,14:55,"Ketchikan, Alaska",Air Taxi - Seaside Air Service,179,Unknown,de Havilland DHC-2,N64276,1025,3,3,0
10/20/96,12:12,"Eel River Crossing, New Brunswick, Canada",Telford Aviation,180,"Port Meiner, Quebe- Bangor, Maine",Piper PA-31-350 Navajo Chieftain,N744W,31-7952246,8,8,0
10/22/96,22:41,"Manta, Ecuador",Million Air,181,Manta - Miami,Boeing B-707-323C,N751MA,19582/639,4,4,30
10/26/96,20:45,"Khanty, Russia",Tyumen Aviatrans,182,Tyumen - Khanty,Yakovlev YAK-40,RA-88527,9711252,34,5,0
10/31/96,08:27,"Sao Paolo, Brazil",TAM (Brazil),183,Sao Paulo - Rio de Janiero,Fokker 100,PT-MRK,11440,95,95,3
11/01/1996,08:10,"Near Tikal, Guatemala",Transported Areos Profesionales - TAPSA,184,Guatemala City - Flores,Embraer 110P1 Bandeirante,TG-TPA,110313,16,16,0
11/07/1996,09:29,"Aubusson, France",Jetcom S.A.,185,Geneva - Bordeaux,Cessna 421C Golden Eagle,HB-LRX,421C02172,8,8,0
03/12/1997,12:00,"Lucapa, Angola",ALADA,186,Luanda - Lucapa,Antonov AN-12B,D2-FVG,6344506,16,16,0
11/07/1996,17:00,"Lagos, Nigeria",Aviation Development Corporation,187,Port Harcourt - Lagos,Boeing B-727-231,5N-BBF,20054/718,143,143,0
11/12/1996,18:40,"Near Charkhidadri, India",Saudi Arabian Airlines / Kazastan Airlines,188,New Delhi - Dhahran / Chimkent - New Delhi,Boeing B-747-168B / Ilyushin IL-76TD,HZAIH/UN-76435,22748/555/1023413428,349,349,0
11/13/96,12:00,"Ngong, Kenya",Kismayo Airlines,189,Unknown,Piper PA-31-350 Navajo,Unknown,Unknown,8,8,0
11/14/96,12:00,"Bolchaí¿a Pyssa, Russia",Komi Avia,190,Unknown,Antonov AN-2,RA-40309,1G221-39,15,14,0
11/19/96,17:01,"Quincy, Illinois",United Express  / Private,191,"Burlington, IA - Quincy, IA",Beechcraft 1900-C / Beech King Air A90,N87GL / N1127D,UC-87 /,14,14,0
11/22/96,19:30,"Off Cape Mendocino, CA",Military - U.S. Air Force,192,"San Diego, CA - Portland, OR",Lockheed HC-130P Hercules,64-14856,4072,11,10,0
11/23/96,15:15,"Off Moroni, Comoros",Ethiopian Airlines,193,Addis Ababa - Nairobi,Boeing B-767-200ER,ET-AIZ,23916/187,175,127,0
11/26/96,11:00,"Bethel, Arkansas",ArctiTransportation Services,194,Bethel - Kwigillingok,Cessna 208B Caravan I,N4704B,208B-0199,1,1,0
11/27/96,11:54,"Abakan, Siberia, Russia",Military - Russian Air Force,195,Abakan - Petropavlosk - Kamchatsky,Ilyushin IL-76MD,RA-76804,93492278,23,23,0
11/30/96,10:33,"Medellin, Colombia",ACES Colombia,196,Medellin - Bahia Solano,de Havilland Canada DHC-6 Twin Otter 300,HK-2602,746,15,14,0
12/07/1996,15:23,"Banjarmasin, Indonesia",Dirgantara Air Services,197,Banjarmasin - Sampit,CASA 212 Aviocar 100,PK-VSO,152/26N,17,16,2
12/09/1996,18:03,"Boise, Idaho",Emery Worldwide,198,Boise - Salt Lake City,Douglas C-47A,N75142,9173,2,2,0
12/17/96,12:00,"Tver, Russia",Military - Russian Air Force,199,St. Petersburg - Krasnodar,Antonov AN-12,Unknown,Unknown,18,18,0
12/21/96,22:32,"Rio Negro, Colombia",SELVA,200,Bogota - Medellin,Antonov An-32B,HK-4008X,3402,4,4,0
12/22/96,18:10,"Narrows, Virginia",Airborne Express,201,Test flight,McDonnell Douglas DC-8-63F,N827AX,45901/293,6,6,0
12/24/96,15:00,"Near Nellore, India",Military - Indian Air Force,202,Tanbaram AFB - Hyderabad,Hindustan Aeronautics 748-2,H1032,528,22,22,0
12/24/96,10:05,"Dorchester, New Hampshire",Aircraft Charter Group Inc,203,"Bridgeport, CT - Lebanon, NH",Learjet 35A,N388LS,35-388,2,2,0
01/02/1997,18:35,"Edenton, North Carolina",Tar Heel Aviation,204,Manteo - Edenton,Cessna 208B Grand Caravan,N802TH,208B-0179,2,2,0
01/07/1997,11:00,"Near Moamoa, Samoa",Polynesian Airlines,205,Pago Pago - FagaliI,de Havilland Canada DHC-6 Twin Otter 300,5W-FAU,678,5,3,0
01/09/1997,15:54,"Near Monroe, Michigan",Comair,206,Cincinnati - Detroit,Embraer 120RT Brasilia,N265CA,120257,29,29,0
01/29/97,23:10,"Sparrevohn, Arkansas",Southcentral Air,207,St. Marys - Kenai,de Havilland Canada DHC-4A Caribou,N702SC,126,2,1,0
01/31/97,12:00,"Yola, Nigeria",Skypower Express Airways,208,Jos - Yola,Embraer 110P1A Bandeirante,5N-AXS,110458,16,5,0
02/01/1997,14:38,"Tambacoumba, Senegal",Air Senegal,209,Tambacounda - Dakar,Hawker Siddeley HS-748-353 Srs.2a,6AV-AEO,1769,52,25,0
02/02/1997,17:30,"Near Quiangala, Angola",Force Area Populaire de Angola,210,Luanda - Cafunfo,CASA 212 Aviocar 200,T-400,325,37,37,0
02/04/1997,19:00,Northern Israel,Military - Israel Air Force /Military -  Israel Air Force,211,Unknown,Sikorsky CH53D / Sikorsky CH53D,357 / 903,Unknown,73,73,0
02/14/97,12:34,"Carajas, Brazil",Varig,212,Maraba - Carajas,Boeing B-737-2C3,PP-CJO,21013/393,52,1,0
02/19/97,03:06,"Guatemala City, Guatemala",Transpolar,213,"Lima, Peru - Guatemala City, Guatemala",IAI 1124 Westwind,YV-160CP,211,5,5,0
03/04/1997,12:00,"Lake Simcoe, Ontario, Canada",Air Georgian,214,Unknown,Cessna 208B Super Cargomaster,C-FESJ,208B-0089,1,1,0
03/07/1997,12:00,"Medellin, Colombia",Air Pereira,215,Unknown,Cessna 500 Citation I,HK-3885,500-0135,4,4,0
03/13/97,18:06,"Near Mashhad, Iran",Military - Iranian Air Force,216,Dezful - Mashhad,Lockheed C-130HF,Unknown,Unknown,88,88,0
03/18/97,10:04,"Cherkessk, Russia",Stavropol Airlines,217,Stavropol - Trabzon,Antonov AN-24RV,RA-46516,37308502,50,50,0
04/01/1997,12:00,"Tegucigalpa, Honduras",Military - U.S. Air Force,218,Howard AFB - Tegucigalpa,Lockheed C-130H Hercules,88-4408,5161,10,3,0
04/04/1997,00:16,"Griffin, Georgia",Custom Air Service,219,Griffin - Americus,Aviation Traders ATL-98 Carvair,N83FA,10365,2,2,0
04/10/1997,20:30,"Near Wainwright, Alaska",Hageland Aviation Services,220,Barrow - Wainwright,Cessna 208B Caravan I,N408GV,208B-0455,5,5,0
04/14/97,12:00,"Brazzaville, DemocratiRepubliCongo",TAAG Angola Airlines,221,Brazzaville - Luanda,Fokker F-27 Friendship 600,D2-TFP,10424,7,3,0
04/15/97,12:00,"Gyandzha, Azerbaijan",Azerbaijan Airlines,222,Training,Yakovlev 40,4K-87504,9510640,6,6,0
04/16/97,12:00,"Near Sorei, Niger",Military - Niger Air Force,223,Unknown,Lockheed C-130H Hercules,5U-MBD,4829,14,14,0
04/19/97,07:39,"Tanjung Pandan, Indonesia",Merpati Nusantara Airlines,224,Jakarta - Tanjung Pandan,British Aerospace ATP,PK-MTX,2048,53,15,0
04/23/97,18:00,"Near Konduz, Afghanistan",Military - Afghan Republican Air Force,225,Unknown,Antonov AN-26,Unknown,Unknown,36,36,0
05/08/1997,21:28,"Huangtian, China",China Southern Airlines,226,Chongqing - Shenzen,Boeing B-737-31B,B-2925,27288/2577,74,35,0
06/06/1997,07:35,"Near Irumu, Congo",Bazair,227,Bunia - Kisangani,Vickers Viscount 781D,9Q-CWL,280,27,27,0
06/10/1997,12:00,"Mandalgobi, Mongolia",MIAT - Mongolian Airlines,228,Ulan Bator - Mandalgobi,Harbin Yunshuji Y-12 II,JU-1020,6,12,7,0
07/03/1997,03:49,"Madh Island, India",Elbee Airlines,229,Mumbai - Banglaor,Fokker F-27 Friendship 200,VT-SSA,10670,2,2,0
07/05/1997,12:00,"Skwentna, Alaska",Air Taxi,230,Sightseeing,de Havilland DHC-2,N5164G,506,5,4,0
07/06/1997,12:00,"Near Saravena, Colombia",Military - Colombian Army,231,Unknown,Mil Mi-17 (helicopter),Unknown,Unknown,29,25,0
07/09/1997,09:30,"Suzano, Brazil",TAM (Brazil),232,Sao Jose dos Campos - Congonhas,Fokker 100,PT-WHK,11440,60,1,0
07/11/1997,21:55,"Off Santiago de Cuba, Cuba",Cubana de Aviacion,233,Santiago de Cuba - Havana,Antonov AN-24,CU-T1262,27307610,44,44,0
07/12/1997,17:30,"Skagway, Alaska",Haines Airways - Air Taxi,234,"Haines, AK - Skagway, AK",Piper PA-32,N15199,32-7340021,6,4,0
07/17/97,11:56,"Bandung, Indonesia",Sempati Air,235,Bangdung - Jakarta,Fokker F-27 Friendship 600,PK-YPM,10415,50,30,0
07/18/97,10:32,"Goroka,  New Guinea",Goroka Air Services,236,Chimbu - Goroka,de Havilland Canada DHC-6 Twin Otter 300,P2-MMU,250,4,2,0
07/21/97,13:08,"Near Ranong, Thailand",Singapore Airlines,237,Phuket - Ranong,Learjet 31,9V-ATD,31-033B,2,2,0
07/29/97,12:00,"Calabar , Nigeria",ADC Airlines,238,Lagos - Calabar,BAC One-Eleven 203AE,5N-BAA,41,55,1,0
07/30/97,10:30,"Florence, Italy",Air Littoral,239,Nice - Florence,Aerospatiale ATR-42-512,F-GPYE,492,17,1,0
08/06/1997,01:42,"Agana, Guam",Korean Airlines,240,Seoul - Guam,Boeing B-747-300,HL-7468,22487/605,254,229,0
08/07/1997,12:36,"Miami, Florida",Fine Air,241,Miami - Santo Domingo,McDonnell Douglas DC-8-61F,N27UA,45942/349,4,4,0
08/10/1997,08:15,"Matsu Island, Taiwan",Formosa Airlines,242,Taipei - Matsu,Dornier DO-228-212,B-12256,8220,16,16,0
08/10/1997,13:30,"100 miles SW of Kuujjuaq, Quebec, Canada",Private,243,Unknown,Cessna 180K,C-GIGK,18053048,2,2,0
08/14/97,16:35,"Tindal, NT, Australia",Air taxi,244,Sightseeing,Cessna 210,VH-PJQ,21062072,5,5,0
08/15/97,19:30,"Cricií_ma, Brazil",Air taxi - TAM,245,Unknown,Cessna 550 Citation II,PT-LML,550-0013,2,2,0
08/29/97,12:00,"Puerto Inirida, Venezuela",SATENA,246,San Felipe - Puerto Inirida,Pilatus PC-6 Turbo Porter / Cessna 206,FAC1115,820,12,12,0
09/03/1997,14:00,"Phnom Penh, Cambodia",Vietnam Airlines,247,Ho Chi Minh City - Phnom Penh,Tupolev TU-134,VN-A120,66360,66,65,0
09/06/1997,19:44,"Near Miri, Malaysia",Borneo Airways,248,Bandar Seri Begawan - Miri,Dornier 228-212,9M-MIA,8217,10,10,0
09/12/1997,12:00,"Near Uvira, Zaire",TMK Air Commuter,249,Buknavu - Uvira,de Havilland Canada DHC-6 Twin Otter 300,9Q-CBO,735,22,22,0
09/13/97,17:10,"Off Namibia, Africa",Military - Luftwaffe / Military - USAF,250,Unknown,Tupolev TU-154M / C-141 Starlifter,1102/65-9405,89A-813,33,33,0
09/26/97,13:34,"Buah Nabar, Indonesia",Garuda Indonesia Airlines,251,Jakarta - Medan,Airbus A300-B4-200,PK-GAI,214,234,234,0
10/08/1997,07:23,"Near Montrose, Colorado",SceniAirlines,252,"Montrose, CO - Page, AZ",Cessna 208B Caravan I,N12022,208B-0432,9,9,0
10/09/1997,03:00,"Banjul, Gambia",Naysa Aerotaxis,253,Unknown,Beech Super King Air 200,EC-ERQ,BB-218,9,8,0
10/10/1997,22:23,"Nuevo Berlin, Uruguay",Austral Lineas Aeras (Argentina),254,Posadas - Buenos Aires,McDonnell Douglas DC-9-32,LV-WEG,47446/561,74,74,0
10/10/1997,12:00,"Taipei, Taiwan",Military - Republiof China Air Force,255,Unknown,Lockheed C-130H Hercules,1310,5067,5,5,0
10/12/1997,17:28,"Monterey Bay, near PacifiGrove, California",Private,256,Unknown,Rutan Long EZ (experimental aircraft),N555JD,54,1,1,0
10/29/97,12:00,"Jalal-Abad, Afghanistan",Ariana Afghan Airlines,257,Unknown,Yakovlev YAK-40,YA-KAE,9441037,26,2,0
10/30/97,12:00,"Near La Roche, Alberta, Canada",Dummy Air,258,Fort MMurray - La Loche,Cessna 206 Seneca,C-GPRL,Unknown,6,3,0
11/08/1997,08:08,"Near Barrow, Alaska",Hageland Aviation Services,259,Barrow - Wainwright,Cessna 208B Caravan I,N750GC,208B-0504,8,8,0
12/05/1997,14:46,"Irkutsk-2, Russia",Military - Russian Air Force,260,Irkutsk - Vladivostok,Antonov AN-124-100,RA-82005/08,4516003,23,23,44
12/09/1997,15:26,"Little Grand Rapids, Canada",Sowind Air,261,Winnipeg - Little Grand Rapids,Embraer 110P1 Bandeirante,C-GVRO,110285,17,4,0
12/13/97,17:05,"La Veriente, Bolivia",STAP,262,Villamontes - Santa Cruz,Swearingen SA-226T Metro II,CP-1635,TC-359,19,10,0
12/16/97,18:35,"Sharjah, United Arab Emirates",Tajikistan Airlines,263,Dushanbe - Sharjah,Tupolev TU-154,EY-85281,78A-281,86,85,0
12/16/97,13:30,"Near Mackenzie, British Colombia, Canada",Terry Air Inc.,264,Mackenzie - Bear Valley,Cessna 402C,C-GKWV,402C0515,3,3,0
12/17/97,21:13,"Fotina, Greece",Aerosweet Airlines (LVOV),265,Odessa - Thessaloniki,Yakovlev YAK-42,UR-42334,4520422606,70,70,0
12/19/97,16:13,"Near Palembang, Indonesia",SilkAir,266,Jakarta - Hatta - Singapore,Boeing B-737-300,9V-TRF,28556/2851,104,104,0
12/20/97,12:00,"Tanagra, Greece",Military - Greek Air Force,267,Search mission,Lockheed C-130H Hercules,750,4729,5,5,0
12/27/97,12:00,"AtlantiOcean, off Angola",Renan Airways,268,"Abidjan - Rundu, Nambia",Antonov An-72,ER-ACF,36572094888,5,5,0
12/28/97,23:10,Over the PacifiOcean,United Air Lines,269,Tokyo - Honolulu,Boeing B-747-122,N4723U,19882/175,393,1,0
12/31/97,07:45,"Rio Sidra, Panama",Parsa,270,Panama City - Rio Sidra,Britten Norman BN-2A Trislander,HP-986PS,178,10,10,0
01/09/1998,17:04,"Maiden, North Carolina",Mountain Air Cargo,271,"Maiden, NC - Greensboro, NC",Cessna 208B Caravan I,N913FE,208B-0013,1,1,0
01/13/98,22:30,"Tor Kach, Pakistan",Ariana Afghan Airlines,272,Kandahar - Heart,Antonov AN-12BP,YA-DAB,5342801,51,51,0
01/13/98,18:30,"Brno, Czech Republic",Aeroservice International,273,Gomel - Kunovice,Let 410UVP,YV-928CP,871919,2,2,0
01/27/98,11:45,"Yangon (Rangoon), Myanmar",Myanmar Airways,274,Thandwe - Sittwe,Fokker F-27 Friendship 600,XY-AES,10576,45,16,0
02/02/1998,11:00,"Pagalungan, Philippines",Cebu PacifiAir,275,Tacloban - Cagayan de Oro,McDonnell Douglas DC-9-32,RP-C1507,47069/175,104,104,0
02/03/1998,15:15,"Near Cavalese, Trento, Italy",Military - U.S. Marine Corps,276,Unknown,Grummand EA-6B,163045/CY-02,P-130,2,0,20
02/04/1998,22:17,"Terceira, Portugal",Air Luxor,277,Terceira - Lisbon,Antonov 12BP,LZ-SFG,3341605,7,7,0
02/05/1998,12:10,"Near Navafria, Spain",Military - Spanish Air Force,278,Unknown,CASA 212-S1 Aviocar 100,D-3B-9,297,5,5,0
02/12/1998,08:30,"Near Nasir, Sudan",Military - Sudan Air Force,279,Unknown,Antonov AN-32,Unknown,AN32052,57,27,0
02/16/98,20:09,"Taipei, Taiwan",China Airlines (Taiwan),280,Denpasar - Taipei,Airbus A300-622R,B-1814,578,196,196,7
03/05/1998,05:20,"Near Clarksville, Tennesee",Baron Aviation,281,"Memphis, TN - Bowling Green, KY",Cessna 208B Caravan I Super Cargomaster,N840FE,208B-0142,1,1,0
03/07/1998,08:38,"Bismark, North Dakota",Corporate Air,282,Grand Forks - Bismark,Cessna 208B Caravan I Super Cargomaster,N868FE,208B-0193,1,1,0
03/10/1998,16:35,"Mombasa, Kenya",Air Memphis,283,"Mombasa, Kenya - Cairo, Egypt",Boeing 707-336C,SU-PBA,19843/735,6,6,0
03/18/98,19:31,"Off Hsinchu, Taiwan",Formosa Airlines,284,Hsinchu - Kao Hsiung,Saab340B,B-12255,340B-377,13,13,0
03/19/98,14:00,"Near Charasyab, Afghanistan",Ariana Afghan Airlines,285,Dubai - Kandahar - Kabul,Boeing B-727-228,YA-FAZ,22288/1712,45,45,0
03/22/98,19:42,"Bacolod, Philippines",Philippine Air Lines,286,Manila - Bacolod,Airbus A.320-214,RP-C3222,708,127,0,3
03/28/98,09:35,"Piura, Peru",Fuerza Aí©rea del Peru,287,Tumbes - Piura,Antonov AN-32,OB-1388,1203,55,22,1
03/31/98,12:00,"Near Mexico City, Mexico",Linea Aí©rea Mexicana de Carga,288,Unknown,Convair CV-240-53,XA-TAP,53-13,4,2,0
04/20/98,16:47,"Near Bogota, Colombia",Air France,289,Bogota - Quito,Boeing B-727-230,HC-BSU,21622/1431,53,53,0
05/05/1998,21:30,"Andoas, Peru",Fuerza Aí©rea del Peru,290,Iquitos - Andoas,Boeing B-737-282,FAP-351,23041/962,88,75,0
05/12/1998,19:30,"Near Nema, Mauritania",Military - Mauritanian Air Force,291,Nema - Nouakchott,Xian Yunshuji Y-7-100C,5T-MAG,007H03,42,39,0
05/25/98,10:20,"Near Longtiang, Laos",Military - Lao People's Liberation Army Air Force,292,Vientiane - Xiang Khoang,Yakovlev YAK-40,34001,9431835,26,26,0
05/25/98,00:32,"Indian Trail, North Carolina",Air Taxi - US Helicopters Inc.,293,"Charlotte, NC - Monroe, NC",Bell 206L-3,N96CW,Unknown,5,5,0
05/26/98,09:30,"Near Erdenet, Mongolia",MIAT - Mongolian Airlines,294,Erdenet - Moron,Harbin Yunshuji Y-12 II,JU-1017,Unknown,28,28,0
06/18/98,07:28,"Montreal, Canada",Propair,295,Montreal - Peterborough,Swearingen SA-226TC Metroliner II,C-GQAL,TC-233,11,11,0
06/25/98,09:32,"Mt. Waialeale, Hawaii",Air Taxi - Ohana Helicopter Tours,296,Sightseeing,Eurocopter AS-350-BA,N594BK,2735,6,6,0
07/13/98,23:15,"Off Rasal, United Arab Emirates",ATI Aircompany,297,"Rasal - Nikolaev, Ukraine",Ilyushin 76MD,UR-76424,63470096,8,8,0
07/16/98,21:41,"Cí_rdoba, Argentina",Alas del Sur,298,Tucumíçn - Cí_rdoba,Rockwell Sabreliner 60,LV-WPO,306-3,3,3,0
07/17/98,04:15,"Asmara, Eritrea",Ukraine Aviation Transport Company,299,"Bourgas, Bulgaria - Asmara, Eritrea",Ilyushin II-76,UR-UCI,83481440,10,10,0
07/23/98,12:00,"Pico de Orizaba, Mexico",Military - Mexican Air Force,300,Unknown,Shorts SC-7 Skyvan 3-100,XC-UTQ,SH1946,4,4,0
07/27/98,12:00,"Southhampton, England",Plane Sailing,301,VP-BPS,Consolidated PBY-5A Catalina,VP-BPS,1997,18,4,0
07/28/98,12:00,"Barcelona, Spain",Swifair,302,Palma de Mallorca - Barcelona,Swearingen SA.227AC Metro III,EC-FXD,AC-651B,2,2,0
07/29/98,16:00,"Manacapuru River, Brazil",Selva Taxi Aero,303,Tefe - Manaus,Embraer 110 Bandeirante,PT-LGN,110343,24,5,0
07/30/98,11:05,"Kochi, India",Alliance Airlines,304,Agathi - Kochi - Thiruvananthapuram,Dornier 228-201,VT-EJW,8075/2017,6,6,2
02/25/99,12:30,"Genoa, Italy",Minerva Airlines,305,Cagliar - Genoa,Dornier 328-110,D-CPRR,3054,31,4,0
07/30/98,15:58,"Near Quiberon, France",Proteus Air / Private,306,Lyon - Lorient,Beechcraft 1900D / Cessna 177,F-GSJM/F-GAJE,UE-238,15,15,0
08/04/1998,17:58,"Kincolith, British Columbia, Canada",Harbour Air Seaplanes Ltd.,307,Prince Rupert - Kincolith,de Havilland Dash-2 Beaver,C-FOCJ,39,5,5,0
08/11/1998,12:00,"Saurimo, Angola",Alada,308,Unknown,Antonov An-12BP,D2-FAZ,Unknown,13,1,0
08/19/98,16:40,"Foveaux Strait, New Zealand",Vincent Aviation,309,Stewart Island - Invercargill,Cessna 402C,ZK-VAC,402C0512,10,5,0
08/21/98,11:30,"Near Ghorepani, Nepal",Lumbini Airways,310,Jomsom - Pokhara,de Havilland Canada DHC-6 Twin Otter 300,9N-ACC,710,18,18,0
08/23/98,17:40,"Roseau, Dominica",Air Anguilla,311,St. Maarten - Roseau,Cessna 402C,N2748J,402C0244,11,11,0
08/24/98,16:46,"Pretoria, South Africa",Speed Service Couriers,312,Pretoria - Durban,DC-3-65TP,ZS-NKK,13143,2,1,0
08/24/98,08:35,"Manibagi, Myanmar",Myanmar Airways,313,Rangoon - Tachilek,Fokker F-27 Friendship 600,XY-AEN,10476,44,44,0
08/29/98,13:03,"Quito, Ecuador",Cubana de Aviacion,314,Quito - Guayaquil - Havana,Tupolev TU-154M,CU-T1264,720,91,70,10
09/02/1998,12:00,Angola,Permaviatrans,315,Unknown,Antonov AN-26,RA-26028,10408,24,24,0
09/02/1998,21:30,"Off Peggy's Cove, Nova Scotia, Canada",Swissair,316,New York City - Geneva,McDonnell Douglas MD-11,HB-IWF,48448/465,229,229,0
09/09/1998,10:45,"Port Alsworth, Alaska",Rusts Flying Service Inc.,317,"Anchorage, AK - Hoholitna River, AK",de Havilland Dash-2 float plane,N1433Z,595,5,5,0
09/10/1998,12:00,"Islamabad, Pakistan",Military - Pakistan Air Force,318,Unknown,Lockheed C-130B Hercules,24143,3781,5,5,0
07/01/1999,12:00,"Luzamba, Angola",Savanair,319,Huambo - Luanda,Antonov 12B,TN-AFR,8345502,5,1,0
01/08/2001,12:00,"Near Silimo, Indonesia",Military - Tentara Nasional Indonesia Navy,320,Timika - Jayapura,CASA 212-MP Aviocar 200,U-614,223/63N,9,9,0
09/14/98,11:52,"Mount Cook, New Zealand",Air taxi - Air Safaris Inc.,321,Sightseeing,Cessna 177B Cardinal,ZK-DKL,Unknown,3,3,0
09/25/98,09:00,"Near Nador, Morroco",Paukn Air,322,Malaga - Melilla,British Aerospace BAe-146-100,EC-GEO,E1007,38,38,0
09/28/98,13:30,"Praia, Cape Verde",Cabo Verde Airlines,323,Sao Nicolau - Praia,de Havilland Canada DHC-6 Twin Otter 300,D4-CAX,550,22,1,0
09/29/98,13:50,"Off Mannar, Sri Lanka",Lionair,324,Jaffna - Colombo,Antonov AN-24RV,EW-46465,27307901,55,55,0
10/02/1998,09:45,"Near Canaima, Venezuela",Servivensa,325,Sighteeing,Douglas DC-3C,YV-611C,1977,27,1,0
10/10/1998,12:00,"Near Kindu, Congo",Congo Airline,326,Kindu - Kinshasa,Boeing B-727-30,9Q-CSG,18369/125,41,41,0
10/21/98,13:51,"Yerevan, Armenia",Ararat Avia,327,Yerevan - Krasnodar,Yakovlev YAK-40,EK-88272,9721053,37,0,4
10/21/98,08:52,"Fortaleza, Brazil",Capital Taxi Aereo,328,Teresina - Fortaleza,Embraer 120RT Brasilia,PT-WKH,120076,3,3,1
10/25/98,12:00,"Rwenzori mountains, Uganda",TanaMana Aviation,329,Unknown,Britten-Norman BN-2A-3 Islander,5Y-ANV,284,11,4,0
11/01/1998,13:14,"Near Quetzaltenango, Guatemala",Living Water Teaching Ministries Charter,330,Plaa Grande - Quetzaltenango,Douglas DC-3C,N3FY,20562,18,11,0
11/11/1998,05:20,"Near Krasnoyarsk, Russia",Sakha Airlines,331,Krasnoyarsk - Mirny,Antonov AN-12,RA-12955,8345506,13,13,0
11/17/98,12:00,"Koror, Nepal",Paradise Air,332,Unknown,Cessna 207 Skywagon,RP-C606,207-00105,9,9,0
11/21/98,17:43,"Edgewater, Maryland",Private,333,"Brunswick, GA - Annapolis, MD",Burgess RV-6 experimental,N956DB,21119,1,1,0
11/23/98,00:30,"Victoria, British Columbia",Regency Express Air,334,Vancouver - Victoria,Cessna 208B Caravan I Super Cargomaster,N9352B,208B-0061,2,2,0
11/27/98,12:00,"King Island, Tasmania",Dummy Air,335,Unknown,Unknown,Unknown,Unknown,6,4,0
12/02/1998,12:16,"Umpire, Arkansas",Yates Aviation,336,"Mena, AR - Texarcana, TX",Cessna 501 Citation I SP,N501EZ,501-0058,1,1,0
12/07/1998,11:13,"Baie-Comeau, Canada",Air Satellite,337,Point-Lebel - Rimouski,Britten-Norman Trislander,C-FCVK,2028,10,7,0
07/02/1999,14:27,"Sittwe, Myanmar",Myanmar Airways,338,Yangon - Sittwe,Fokker F-27 Friendship 600,XY-AEO,10594,8,8,0
12/11/1998,19:10,"Near Surat Thani, Thailand",Thai Airways,339,Bangkok - Surat Thani,Airbus A-310-204,HS-TIA,415,146,102,0
12/14/98,12:00,"Near Cuito, Angola",Khors Aircompany,340,Unknown,Antonov AN-12BP,UR-11319,4342510,11,11,0
12/17/98,12:00,"Saurimo, Angola",Zanex,341,Luanda - Saurimo,Antonov 12,S9-SAT,Unknown,10,1,0
12/22/98,00:15,"Medellí_n, Colombia",SELVA,342,Bogotíç - Medellí_n,Antonov 32B,HK-3930X,3309,5,5,0
12/26/98,12:00,"Vila Nova, Angola",Transafrik,343,Huambo - Saurimo,Lockheed Martin L-100-30 Hercules,S9-CAO,4561,14,14,0
01/02/1999,12:00,"Near Huambo, Angola",Transafrik - United Nations Charter,344,Huambo - Luanda,Lockheed L-100-30 Hercules,D2-EHD,4839,9,9,0
01/12/1999,17:00,"Guernsey, Channel Islands, England",Channel Express,345,London - Guernsey,Fokker F-27 Friendship 600,G-CHNL,10508,2,2,0
01/13/99,12:00,"Geilenkirchen, Germany",Military - German Air National Guard,346,Unknown,Boeing KC-135E,59-1452,17940/355,4,4,0
01/13/99,06:33,"Mayne Island, British Columbia, Canada",Kelowna Flightcraft Air Charter,347,Vancouver - Victoria,Douglas DC-3C,C-GWUG,32963,2,2,0
01/16/99,14:30,"Coconut Island, QLD, Australia",Uzu Air,348,Horn Island - Coconut Island,Britten Norman BN-2A-26,VH-XFF,763,4,3,0
01/17/99,16:30,"Jumla, Nepal",Necon Air,349,Jumla - Nepalgunj,Cessna 208 Caravan I,9N-ADA,20800235,12,4,0
01/21/99,08:10,"Bluefields, Nicaragua",Fuerza Aí©rea Nicaragua,350,Managua - Bluefields,Antonov AN-26,Unknown,Unknown,28,28,0
02/02/1999,05:08,"Luanda, Angola",Savannair,351,Luanda - Lucapa,Antonov AN-12,EL-ASS,3340909,14,14,13
02/03/1999,10:20,"Hoskins, Papua New Guinea",Airlink,352,Hoskins - Kandrian,Britten Norman BN-2A Trislander,P2-ALH,761,11,11,0
02/08/1999,12:00,"Kinshasa,  DemocratiRepubliCongo",Air Karibu,353,Kinshasa - Mbandaka,Lockheed L-188A Electra,9Q-CDI,1037,7,7,0
02/12/1999,10:30,"Near Bishop, California",Ameriflight,354,Tonopath - Bishop,Beechcraft C99,N205RA,U-205,1,1,0
02/24/99,16:34,"Rui'an, China",China Southwest Airlines,355,Chengdu - Wenzhou,Tupolev TU-154,B-2622,90A-846,61,61,0
03/07/1999,08:23,"New Delhi, India",Military - Indian Air Force,356,Gwalior -  Pokhran - New Delhi,Antonov AN-32 Transport,K2673,108,19,19,3
03/18/99,16:05,"Near Tame, Colombia",ALIANSA Colombia,357,Cucuta - El Yopal,Douglas DC-3C (C-47A-DK),HK-337,11831,8,8,8
03/19/99,09:45,"Davis Inlet, Newfoundland, Canada",Provincial Airlines,358,Goose Bay - Davis Inlet,de Havilland Canada DHC-6 Twin Otter 300,C-FWLQ,724,2,1,0
04/07/1999,11:30,"Ribeirao Preto, Brazil",Manacíç Tíçxi Aí©reo,359,Training,Learjet 24D,PT-LEM,24-270,5,5,0
